ENSEMBL,SYMBOL,GENENAME
ENSMUSG00000035431,Sstr1,somatostatin receptor 1
ENSMUSG00000045930,Clec14a,"C-type lectin domain family 14, member a"
ENSMUSG00000097443,NA,NA
ENSMUSG00000020986,Sec23a,"SEC23 homolog A, COPII coat complex component"
ENSMUSG00000060121,Gemin2,gem nuclear organelle associated protein 2
ENSMUSG00000020993,Trappc6b,trafficking protein particle complex 6B
ENSMUSG00000020994,Pnn,pinin
ENSMUSG00000066487,Gm5786,ribosomal protein S2 pseudogene
ENSMUSG00000021000,Mia2,MIA SH3 domain ER export factor 2
ENSMUSG00000035329,Fbxo33,F-box protein 33
ENSMUSG00000091905,NA,NA
ENSMUSG00000047227,Gm527,predicted gene 527
ENSMUSG00000020948,Klhl28,kelch-like 28
ENSMUSG00000035614,Togaram1,TOG array regulator of axonemal microtubules 1
ENSMUSG00000035597,Prpf39,pre-mRNA processing factor 39
ENSMUSG00000020949,Fkbp3,FK506 binding protein 3
ENSMUSG00000055884,Fancm,"Fanconi anemia, complementation group M"
ENSMUSG00000047534,Mis18bp1,MIS18 binding protein 1
ENSMUSG00000113948,Rpl17-ps3,"ribosomal protein L17, pseudogene 3"
ENSMUSG00000034892,Rps29,ribosomal protein S29
ENSMUSG00000034883,Lrr1,leucine rich repeat protein 1
ENSMUSG00000049751,Rpl36al,ribosomal protein L36A-like
ENSMUSG00000043998,Mgat2,mannoside acetylglucosaminyltransferase 2
ENSMUSG00000020973,Dnaaf2,"dynein, axonemal assembly factor 2"
ENSMUSG00000097061,9330151L19Rik,RIKEN cDNA 9330151L19 gene
ENSMUSG00000020974,Pole2,"polymerase (DNA directed), epsilon 2 (p59 subunit)"
ENSMUSG00000051890,Klhdc1,kelch domain containing 1
ENSMUSG00000020978,Klhdc2,kelch domain containing 2
ENSMUSG00000020982,Nemf,nuclear export mediator factor
ENSMUSG00000113318,Gm18113,ribosomal protein S3A pseudogene
ENSMUSG00000052673,NA,NA
ENSMUSG00000044147,Arf6,ADP-ribosylation factor 6
ENSMUSG00000113035,5830428M24Rik,RIKEN cDNA 5830428M24 gene
ENSMUSG00000049882,Vcpkmt,valosin containing protein lysine (K) methyltransferase
ENSMUSG00000034801,Sos2,SOS Ras/Rho guanine nucleotide exchange factor 2
ENSMUSG00000020988,L2hgdh,L-2-hydroxyglutarate dehydrogenase
ENSMUSG00000054894,Dmac2l,distal membrane arm assembly complex 2 like
ENSMUSG00000020990,Cdkl1,cyclin-dependent kinase-like 1 (CDC2-related kinase)
ENSMUSG00000034761,Map4k5,mitogen-activated protein kinase kinase kinase kinase 5
ENSMUSG00000021066,Atl1,atlastin GTPase 1
ENSMUSG00000079076,Gm3086,RuvB-like protein 1 pseudogene
ENSMUSG00000021067,Sav1,salvador family WW domain containing 1
ENSMUSG00000113898,NA,NA
ENSMUSG00000113491,Gm19221,"predicted gene, 19221"
ENSMUSG00000021068,Nin,ninein
ENSMUSG00000021069,Pygl,liver glycogen phosphorylase
ENSMUSG00000021072,Tmx1,thioredoxin-related transmembrane protein 1
ENSMUSG00000048285,Frmd6,FERM domain containing 6
ENSMUSG00000021076,Actr10,ARP10 actin-related protein 10
ENSMUSG00000060073,Psma3,proteasome subunit alpha 3
ENSMUSG00000085622,NA,NA
ENSMUSG00000048118,Arid4a,AT rich interactive domain 4A (RBP1-like)
ENSMUSG00000021079,Timm9,translocase of inner mitochondrial membrane 9
ENSMUSG00000034601,2700049A03Rik,RIKEN cDNA 2700049A03 gene
ENSMUSG00000044548,Dact1,dishevelled-binding antagonist of beta-catenin 1
ENSMUSG00000034574,Daam1,dishevelled associated activator of morphogenesis 1
ENSMUSG00000043398,Gpr135,G protein-coupled receptor 135
ENSMUSG00000019718,L3hypdh,L-3-hydroxyproline dehydratase (trans-)
ENSMUSG00000005078,Jkamp,JNK1/MAPK8-associated membrane protein
ENSMUSG00000021087,Rtn1,reticulon 1
ENSMUSG00000034501,Pcnx4,pecanex homolog 4
ENSMUSG00000021094,Dhrs7,dehydrogenase/reductase (SDR family) member 7
ENSMUSG00000021096,Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform"
ENSMUSG00000034460,Six4,sine oculis-related homeobox 4
ENSMUSG00000021103,Mnat1,menage a trois 1
ENSMUSG00000034442,Trmt5,TRM5 tRNA methyltransferase 5
ENSMUSG00000044712,Slc38a6,"solute carrier family 38, member 6"
ENSMUSG00000113425,NA,NA
ENSMUSG00000034435,Tmem30b,transmembrane protein 30B
ENSMUSG00000113800,2210039B01Rik,RIKEN cDNA 2210039B01 gene
ENSMUSG00000021108,Prkch,"protein kinase C, eta"
ENSMUSG00000087700,NA,NA
ENSMUSG00000021109,Hif1a,"hypoxia inducible factor 1, alpha subunit"
ENSMUSG00000021113,Snapc1,"small nuclear RNA activating complex, polypeptide 1"
ENSMUSG00000044912,Syt16,synaptotagmin XVI
ENSMUSG00000029878,Dbpht2,DNA binding protein with his-thr domain
ENSMUSG00000046768,Rhoj,ras homolog family member J
ENSMUSG00000021051,Ppp2r5e,"protein phosphatase 2, regulatory subunit B', epsilon"
ENSMUSG00000045690,Wdr89,WD repeat domain 89
ENSMUSG00000021054,Sgpp1,sphingosine-1-phosphate phosphatase 1
ENSMUSG00000063450,Syne2,"spectrin repeat containing, nuclear envelope 2"
ENSMUSG00000046580,NA,NA
ENSMUSG00000021048,Mthfd1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase"
ENSMUSG00000021057,Akap5,A kinase (PRKA) anchor protein 5
ENSMUSG00000112096,NA,NA
ENSMUSG00000056459,Zbtb25,zinc finger and BTB domain containing 25
ENSMUSG00000033454,Zbtb1,zinc finger and BTB domain containing 1
ENSMUSG00000059970,Hspa2,heat shock protein 2
ENSMUSG00000073000,Ppp1r36dn,Ppp1r36 downstream neighbor
ENSMUSG00000052609,Plekhg3,"pleckstrin homology domain containing, family G (with RhoGef domain) member 3"
ENSMUSG00000021061,Sptb,"spectrin beta, erythrocytic"
ENSMUSG00000090258,Churc1,churchill domain containing 1
ENSMUSG00000033373,Fntb,"farnesyltransferase, CAAX box, beta"
ENSMUSG00000042808,Gpx2,glutathione peroxidase 2
ENSMUSG00000021062,Rab15,"RAB15, member RAS oncogene family"
ENSMUSG00000059436,Max,Max protein
ENSMUSG00000112008,NA,NA
ENSMUSG00000112030,NA,NA
ENSMUSG00000112150,NA,NA
ENSMUSG00000021065,Fut8,fucosyltransferase 8
ENSMUSG00000112302,NA,NA
ENSMUSG00000047454,Gphn,gephyrin
ENSMUSG00000021112,Pals1,"protein associated with LIN7 1, MAGUK family member"
ENSMUSG00000021114,Atp6v1d,"ATPase, H+ transporting, lysosomal V1 subunit D"
ENSMUSG00000021116,Eif2s1,"eukaryotic translation initiation factor 2, subunit 1 alpha"
ENSMUSG00000021118,Plek2,pleckstrin 2
ENSMUSG00000046157,Tmem229b,transmembrane protein 229B
ENSMUSG00000060716,Plekhh1,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1"
ENSMUSG00000021120,Pigh,"phosphatidylinositol glycan anchor biosynthesis, class H"
ENSMUSG00000112489,9230116L04Rik,RIKEN cDNA 9230116L04 gene
ENSMUSG00000021125,Arg2,arginase type II
ENSMUSG00000111929,NA,NA
ENSMUSG00000021124,Vti1b,vesicle transport through interaction with t-SNAREs 1B
ENSMUSG00000091534,NA,NA
ENSMUSG00000091507,NA,NA
ENSMUSG00000066441,Rdh11,retinol dehydrogenase 11
ENSMUSG00000021123,Rdh12,retinol dehydrogenase 12
ENSMUSG00000066440,Zfyve26,"zinc finger, FYVE domain containing 26"
ENSMUSG00000059060,Rad51b,RAD51 paralog B
ENSMUSG00000021127,Zfp36l1,"zinc finger protein 36, C3H type-like 1"
ENSMUSG00000097417,NA,NA
ENSMUSG00000112545,NA,NA
ENSMUSG00000097729,NA,NA
ENSMUSG00000015143,Actn1,"actinin, alpha 1"
ENSMUSG00000049106,Dcaf5,DDB1 and CUL4 associated factor 5
ENSMUSG00000112278,NA,NA
ENSMUSG00000032705,Exd2,exonuclease 3'-5' domain containing 2
ENSMUSG00000021130,Galnt16,polypeptide N-acetylgalactosaminyltransferase 16
ENSMUSG00000021131,Erh,ERH mRNA splicing and mitosis factor
ENSMUSG00000048833,Slc39a9,"solute carrier family 39 (zinc transporter), member 9"
ENSMUSG00000066438,Plekhd1,"pleckstrin homology domain containing, family D (with coiled-coil domains) member 1"
ENSMUSG00000062961,Ccdc177,coiled-coil domain containing 177
ENSMUSG00000097575,NA,NA
ENSMUSG00000021133,Susd6,sushi domain containing 6
ENSMUSG00000112880,NA,NA
ENSMUSG00000021134,Srsf5,serine and arginine-rich splicing factor 5
ENSMUSG00000021135,Slc10a1,"solute carrier family 10 (sodium/bile acid cotransporter family), member 1"
ENSMUSG00000021136,Smoc1,SPARC related modular calcium binding 1
ENSMUSG00000079055,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3"
ENSMUSG00000021139,Gm20498,predicted gene 20498
ENSMUSG00000091803,Cox16,cytochrome c oxidase assembly protein 16
ENSMUSG00000072974,Gm4787,predicted gene 4787
ENSMUSG00000072972,Adam4,a disintegrin and metallopeptidase domain 4
ENSMUSG00000099478,NA,NA
ENSMUSG00000090935,Synj2bp,synaptojanin 2 binding protein
ENSMUSG00000002679,Med6,mediator complex subunit 6
ENSMUSG00000042734,Ttc9,tetratricopeptide repeat domain 9
ENSMUSG00000113184,NA,NA
ENSMUSG00000042724,Map3k9,mitogen-activated protein kinase kinase kinase 9
ENSMUSG00000113303,NA,NA
ENSMUSG00000021140,Pcnx,pecanex homolog
ENSMUSG00000042700,Sipa1l1,signal-induced proliferation-associated 1 like 1
ENSMUSG00000021219,Rgs6,regulator of G-protein signaling 6
ENSMUSG00000021221,Dpf3,double PHD fingers 3
ENSMUSG00000021222,Dcaf4,DDB1 and CUL4 associated factor 4
ENSMUSG00000042628,Zfyve1,"zinc finger, FYVE domain containing 1"
ENSMUSG00000010608,Rbm25,RNA binding motif protein 25
ENSMUSG00000099708,NA,NA
ENSMUSG00000019969,Psen1,presenilin 1
ENSMUSG00000114050,NA,NA
ENSMUSG00000021223,Papln,"papilin, proteoglycan-like sulfated glycoprotein"
ENSMUSG00000021224,Numb,NUMB endocytic adaptor protein
ENSMUSG00000096953,NA,NA
ENSMUSG00000046791,Riox1,ribosomal oxygenase 1
ENSMUSG00000021226,Acot2,acyl-CoA thioesterase 2
ENSMUSG00000072949,Acot1,acyl-CoA thioesterase 1
ENSMUSG00000052392,Acot4,acyl-CoA thioesterase 4
ENSMUSG00000097762,NA,NA
ENSMUSG00000043487,Acot6,acyl-CoA thioesterase 6
ENSMUSG00000042523,Dnal1,"dynein, axonemal, light chain 1"
ENSMUSG00000054383,Pnma1,paraneoplastic antigen MA1
ENSMUSG00000042507,Mideas,mitotic deacetylase associated SANT domain protein
ENSMUSG00000113052,NA,NA
ENSMUSG00000042962,Gm5436,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit pseudogene"
ENSMUSG00000072946,Ptgr2,prostaglandin reductase 2
ENSMUSG00000113529,NA,NA
ENSMUSG00000042472,Zfp410,zinc finger protein 410
ENSMUSG00000021234,Fam161b,"family with sequence similarity 161, member B"
ENSMUSG00000021235,Coq6,coenzyme Q6 monooxygenase
ENSMUSG00000021236,Entpd5,ectonucleoside triphosphate diphosphohydrolase 5
ENSMUSG00000057265,Bbof1,basal body orientation factor 1
ENSMUSG00000098134,Rnf113a2,ring finger protein 113A2
ENSMUSG00000021238,Aldh6a1,"aldehyde dehydrogenase family 6, subfamily A1"
ENSMUSG00000085793,Lin52,lin-52 DREAM MuvB core complex component
ENSMUSG00000021240,Abcd4,"ATP-binding cassette, sub-family D (ALD), member 4"
ENSMUSG00000021242,Npc2,NPC intracellular cholesterol transporter 2
ENSMUSG00000021241,Isca2,iron-sulfur cluster assembly 2
ENSMUSG00000002020,Ltbp2,latent transforming growth factor beta binding protein 2
ENSMUSG00000042350,Arel1,apoptosis resistant E3 ubiquitin protein ligase 1
ENSMUSG00000079645,NA,NA
ENSMUSG00000021243,Fcf1,FCF1 rRNA processing protein
ENSMUSG00000021244,Ylpm1,YLP motif containing 1
ENSMUSG00000042320,Prox2,prospero homeobox 2
ENSMUSG00000004789,Dlst,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
ENSMUSG00000019235,Rps6kl1,ribosomal protein S6 kinase-like 1
ENSMUSG00000004791,Pgf,placental growth factor
ENSMUSG00000004788,Eif2b2,"eukaryotic translation initiation factor 2B, subunit 2 beta"
ENSMUSG00000021245,Mlh3,mutL homolog 3
ENSMUSG00000008822,Acyp1,"acylphosphatase 1, erythrocyte (common) type"
ENSMUSG00000045064,Zc2hc1c,"zinc finger, C2HC-type containing 1C"
ENSMUSG00000034290,Nek9,NIMA (never in mitosis gene a)-related expressed kinase 9
ENSMUSG00000021248,Tmed10,transmembrane p24 trafficking protein 10
ENSMUSG00000021250,Fos,FBJ osteosarcoma oncogene
ENSMUSG00000113165,NA,NA
ENSMUSG00000034271,Jdp2,Jun dimerization protein 2
ENSMUSG00000034266,Batf,"basic leucine zipper transcription factor, ATF-like"
ENSMUSG00000034258,Flvcr2,feline leukemia virus subgroup C cellular receptor 2
ENSMUSG00000021252,Erg28,ergosterol biosynthesis 28
ENSMUSG00000012609,Ttll5,"tubulin tyrosine ligase-like family, member 5"
ENSMUSG00000021253,Tgfb3,"transforming growth factor, beta 3"
ENSMUSG00000007867,Ift43,intraflagellar transport 43
ENSMUSG00000021254,Gpatch2l,G patch domain containing 2 like
ENSMUSG00000097488,NA,NA
ENSMUSG00000021255,Esrrb,"estrogen related receptor, beta"
ENSMUSG00000021256,Vash1,vasohibin 1
ENSMUSG00000021257,Angel1,angel homolog 1
ENSMUSG00000113555,NA,NA
ENSMUSG00000034168,Irf2bpl,interferon regulatory factor 2 binding protein-like
ENSMUSG00000097208,NA,NA
ENSMUSG00000034157,Cipc,"CLOCK interacting protein, circadian"
ENSMUSG00000034145,Tmem63c,transmembrane protein 63c
ENSMUSG00000021032,Ngb,neuroglobin
ENSMUSG00000034126,Pomt2,protein-O-mannosyltransferase 2
ENSMUSG00000021033,Gstz1,glutathione transferase zeta 1 (maleylacetoacetate isomerase)
ENSMUSG00000113918,Gm6566,predicted gene 6566
ENSMUSG00000034111,Tmed8,transmembrane p24 trafficking protein 8
ENSMUSG00000072919,Noxred1,NADP+ dependent oxidoreductase domain containing 1
ENSMUSG00000021038,Vipas39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
ENSMUSG00000021037,Ahsa1,"AHA1, activator of heat shock protein ATPase 1"
ENSMUSG00000050671,Ism2,isthmin 2
ENSMUSG00000021036,Sptlc2,"serine palmitoyltransferase, long chain base subunit 2"
ENSMUSG00000079036,Alkbh1,"alkB homolog 1, histone H2A dioxygenase"
ENSMUSG00000079036,Nrp,neural regeneration protein
ENSMUSG00000021039,Snw1,SNW domain containing 1
ENSMUSG00000021044,Adck1,aarF domain containing kinase 1
ENSMUSG00000066392,Nrxn3,neurexin III
ENSMUSG00000007682,Dio2,"deiodinase, iodothyronine, type II"
ENSMUSG00000061533,Cep128,centrosomal protein 128
ENSMUSG00000020963,Tshr,thyroid stimulating hormone receptor
ENSMUSG00000020962,Gtf2a1,"general transcription factor II A, 1"
ENSMUSG00000020961,Ston2,stonin 2
ENSMUSG00000090722,NA,NA
ENSMUSG00000020964,Sel1l,sel-1 suppressor of lin-12-like (C. elegans)
ENSMUSG00000047414,Flrt2,fibronectin leucine rich transmembrane protein 2
ENSMUSG00000043483,Gm6863,nascent polypeptide-associated complex alpha polypeptide pseudogene
ENSMUSG00000021003,Galc,galactosylceramidase
ENSMUSG00000021886,Gpr65,G-protein coupled receptor 65
ENSMUSG00000033854,Kcnk10,"potassium channel, subfamily K, member 10"
ENSMUSG00000021007,Spata7,spermatogenesis associated 7
ENSMUSG00000021009,Ptpn21,"protein tyrosine phosphatase, non-receptor type 21"
ENSMUSG00000021012,Zc3h14,zinc finger CCCH type containing 14
ENSMUSG00000051166,Eml5,echinoderm microtubule associated protein like 5
ENSMUSG00000113852,NA,NA
ENSMUSG00000021013,Ttc8,tetratricopeptide repeat domain 8
ENSMUSG00000033713,Foxn3,forkhead box N3
ENSMUSG00000114190,NA,NA
ENSMUSG00000113136,Gm19951,"predicted gene, 19951"
ENSMUSG00000021176,Efcab11,EF-hand calcium binding domain 11
ENSMUSG00000021177,Tdp1,tyrosyl-DNA phosphodiesterase 1
ENSMUSG00000045404,Kcnk13,"potassium channel, subfamily K, member 13"
ENSMUSG00000021178,Psmc1,"protease (prosome, macropain) 26S subunit, ATPase 1"
ENSMUSG00000021179,Nrde2,"nrde-2 necessary for RNA interference, domain containing"
ENSMUSG00000113335,NA,NA
ENSMUSG00000072884,Gm10433,predicted gene 10433
ENSMUSG00000001175,Calm1,calmodulin 1
ENSMUSG00000113679,Gm10432,predicted gene 10432
ENSMUSG00000033530,Ttc7b,tetratricopeptide repeat domain 7B
ENSMUSG00000021180,Rps6ka5,"ribosomal protein S6 kinase, polypeptide 5"
ENSMUSG00000113113,Gm2614,predicted gene 2614
ENSMUSG00000021185,Dglucy,D-glutamate cyclase
ENSMUSG00000047415,Gpr68,G protein-coupled receptor 68
ENSMUSG00000021182,Ccdc88c,coiled-coil domain containing 88C
ENSMUSG00000041846,Ppp4r3a,protein phosphatase 4 regulatory subunit 3A
ENSMUSG00000097121,D130020L05Rik,RIKEN cDNA D130020L05 gene
ENSMUSG00000021187,Tc2n,"tandem C2 domains, nuclear"
ENSMUSG00000021186,Fbln5,fibulin 5
ENSMUSG00000021188,Trip11,thyroid hormone receptor interactor 11
ENSMUSG00000093579,NA,NA
ENSMUSG00000021189,Atxn3,ataxin 3
ENSMUSG00000113902,Ndufb1,NADH:ubiquinone oxidoreductase subunit B1
ENSMUSG00000041781,Cpsf2,cleavage and polyadenylation specific factor 2
ENSMUSG00000044456,Rin3,Ras and Rab interactor 3
ENSMUSG00000021190,Lgmn,legumain
ENSMUSG00000021192,Golga5,"golgi autoantigen, golgin subfamily a, 5"
ENSMUSG00000021194,Chga,chromogranin A
ENSMUSG00000057963,Itpk1,"inositol 1,3,4-triphosphate 5/6 kinase"
ENSMUSG00000102953,NA,NA
ENSMUSG00000095174,NA,NA
ENSMUSG00000096751,NA,NA
ENSMUSG00000041716,Gm20604,predicted gene 20604
ENSMUSG00000046675,Lyset,lysosomal enzyme trafficking factor
ENSMUSG00000091931,Gon7,GON7 subunit of KEOPS complex
ENSMUSG00000041712,Ubr7,ubiquitin protein ligase E3 component n-recognin 7 (putative)
ENSMUSG00000041702,Btbd7,BTB (POZ) domain containing 7
ENSMUSG00000114184,Gm7143,ribosomal protein S2 pseudogene
ENSMUSG00000021198,Unc79,unc-79 homolog
ENSMUSG00000041669,Prima1,proline rich membrane anchor 1
ENSMUSG00000021200,Asb2,ankyrin repeat and SOCS box-containing 2
ENSMUSG00000090185,NA,NA
ENSMUSG00000021203,Otub2,"OTU domain, ubiquitin aldehyde binding 2"
ENSMUSG00000041645,Ddx24,DEAD box helicase 24
ENSMUSG00000113328,NA,NA
ENSMUSG00000064215,Ifi27,"interferon, alpha-inducible protein 27"
ENSMUSG00000079017,Ifi27l2a,"interferon, alpha-inducible protein 27 like 2A"
ENSMUSG00000021208,Ifi27l2b,"interferon, alpha-inducible protein 27 like 2B"
ENSMUSG00000021209,Ppp4r4,"protein phosphatase 4, regulatory subunit 4"
ENSMUSG00000021081,Serpina1f,"serine (or cysteine) peptidase inhibitor, clade A, member 1F"
ENSMUSG00000071178,Serpina1b,"serine (or cysteine) preptidase inhibitor, clade A, member 1B"
ENSMUSG00000079015,Serpina1c,"serine (or cysteine) peptidase inhibitor, clade A, member 1C"
ENSMUSG00000072849,Serpina1e,"serine (or cysteine) peptidase inhibitor, clade A, member 1E"
ENSMUSG00000058260,Serpina9,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9"
ENSMUSG00000066361,Serpina3c,"serine (or cysteine) peptidase inhibitor, clade A, member 3C"
ENSMUSG00000066363,Serpina3f,"serine (or cysteine) peptidase inhibitor, clade A, member 3F"
ENSMUSG00000041481,Serpina3g,"serine (or cysteine) peptidase inhibitor, clade A, member 3G"
ENSMUSG00000058207,Serpina3k,"serine (or cysteine) peptidase inhibitor, clade A, member 3K"
ENSMUSG00000021091,Serpina3n,"serine (or cysteine) peptidase inhibitor, clade A, member 3N"
ENSMUSG00000041415,Dicer1,"dicer 1, ribonuclease type III"
ENSMUSG00000021097,Clmn,calmin
ENSMUSG00000100975,NA,NA
ENSMUSG00000054150,Syne3,"spectrin repeat containing, nuclear envelope family member 3"
ENSMUSG00000113722,Snhg10,small nucleolar RNA host gene 10
ENSMUSG00000021102,Glrx5,glutaredoxin 5
ENSMUSG00000094910,D430019H16Rik,RIKEN cDNA D430019H16 gene
ENSMUSG00000113535,NA,NA
ENSMUSG00000021070,Bdkrb2,"bradykinin receptor, beta 2"
ENSMUSG00000041347,Bdkrb1,"bradykinin receptor, beta 1"
ENSMUSG00000041341,Atg2b,autophagy related 2B
ENSMUSG00000044715,Gskip,GSK3B interacting protein
ENSMUSG00000041323,Ak7,adenylate kinase 7
ENSMUSG00000021111,Papola,poly (A) polymerase alpha
ENSMUSG00000021115,Vrk1,vaccinia related kinase 1
ENSMUSG00000113427,NA,NA
ENSMUSG00000048251,Bcl11b,B cell leukemia/lymphoma 11B
ENSMUSG00000056770,Setd3,SET domain containing 3
ENSMUSG00000021258,Ccnk,cyclin K
ENSMUSG00000084883,Ccdc85c,coiled-coil domain containing 85C
ENSMUSG00000021260,Hhipl1,hedgehog interacting protein-like 1
ENSMUSG00000021259,Cyp46a1,"cytochrome P450, family 46, subfamily a, polypeptide 1"
ENSMUSG00000058070,Eml1,echinoderm microtubule associated protein like 1
ENSMUSG00000021262,Evl,Ena-vasodilator stimulated phosphoprotein
ENSMUSG00000021263,Degs2,"delta 4-desaturase, sphingolipid 2"
ENSMUSG00000113396,NA,NA
ENSMUSG00000114045,NA,NA
ENSMUSG00000021264,Yy1,YY1 transcription factor
ENSMUSG00000021265,Slc25a29,"solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29"
ENSMUSG00000048856,Slc25a47,"solute carrier family 25, member 47"
ENSMUSG00000021266,Wars1,tryptophanyl-tRNA synthetase1
ENSMUSG00000088217,Gm22079,"predicted gene, 22079"
ENSMUSG00000040877,Wdr25,WD repeat domain 25
ENSMUSG00000040867,Begain,brain-enriched guanylate kinase-associated
ENSMUSG00000021268,Meg3,maternally expressed 3
ENSMUSG00000097451,NA,NA
ENSMUSG00000113625,Gm3379,ribosomal protein 10 pseudogene
ENSMUSG00000113198,Gm6988,predicted gene 6988
ENSMUSG00000017843,Ppp2r5c,"protein phosphatase 2, regulatory subunit B', gamma"
ENSMUSG00000113585,Gm19605,"predicted gene, 19605"
ENSMUSG00000113361,NA,NA
ENSMUSG00000113662,NA,NA
ENSMUSG00000018707,Dync1h1,dynein cytoplasmic 1 heavy chain 1
ENSMUSG00000090327,NA,NA
ENSMUSG00000056508,1700001K19Rik,RIKEN cDNA 1700001K19 gene
ENSMUSG00000021270,Hsp90aa1,"heat shock protein 90, alpha (cytosolic), class A member 1"
ENSMUSG00000037957,Wdr20,WD repeat domain 20
ENSMUSG00000056458,Mok,MOK protein kinase
ENSMUSG00000097832,NA,NA
ENSMUSG00000021271,Zfp839,zinc finger protein 839
ENSMUSG00000091498,NA,NA
ENSMUSG00000021276,Cinp,cyclin-dependent kinase 2 interacting protein
ENSMUSG00000021275,Tecpr2,tectonin beta-propeller repeat containing 2
ENSMUSG00000096942,Rps19-ps6,"ribosomal protein S19, pseudogene 6"
ENSMUSG00000037904,Ankrd9,ankyrin repeat domain 9
ENSMUSG00000037896,Rcor1,REST corepressor 1
ENSMUSG00000021277,Traf3,TNF receptor-associated factor 3
ENSMUSG00000021278,Amn,amnionless
ENSMUSG00000021279,Cdc42bpb,CDC42 binding protein kinase beta
ENSMUSG00000021280,Exoc3l4,exocyst complex component 3-like 4
ENSMUSG00000097081,NA,NA
ENSMUSG00000021281,Tnfaip2,"tumor necrosis factor, alpha-induced protein 2"
ENSMUSG00000021282,Eif5,eukaryotic translation initiation factor 5
ENSMUSG00000096995,2810029C07Rik,RIKEN cDNA 2810029C07 gene
ENSMUSG00000007411,Mark3,MAP/microtubule affinity regulating kinase 3
ENSMUSG00000001270,Ckb,"creatine kinase, brain"
ENSMUSG00000060950,Trmt61a,tRNA methyltransferase 61A
ENSMUSG00000049792,Bag5,BCL2-associated athanogene 5
ENSMUSG00000037787,Coa8,cytochrome c oxidase assembly factor 8
ENSMUSG00000090026,NA,NA
ENSMUSG00000021288,Klc1,kinesin light chain 1
ENSMUSG00000021287,Xrcc3,X-ray repair complementing defective repair in Chinese hamster cells 3
ENSMUSG00000021286,Zfyve21,"zinc finger, FYVE domain containing 21"
ENSMUSG00000021285,Ppp1r13b,"protein phosphatase 1, regulatory subunit 13B"
ENSMUSG00000113769,5033406O09Rik,RIKEN cDNA 5033406O09 gene
ENSMUSG00000113088,NA,NA
ENSMUSG00000021290,Atp5mpl,ATP synthase membrane subunit 6.8PL
ENSMUSG00000037686,Aspg,asparaginase
ENSMUSG00000021294,Kif26a,kinesin family member 26A
ENSMUSG00000043122,A530016L24Rik,RIKEN cDNA A530016L24 gene
ENSMUSG00000054013,Tmem179,transmembrane protein 179
ENSMUSG00000037679,Inf2,"inverted formin, FH2 and WH2 domain containing"
ENSMUSG00000011148,Adssl1,adenylosuccinate synthetase like 1
ENSMUSG00000064326,Siva1,"SIVA1, apoptosis-inducing factor"
ENSMUSG00000001729,Akt1,thymoma viral proto-oncogene 1
ENSMUSG00000037638,Zbtb42,zinc finger and BTB domain containing 42
ENSMUSG00000103898,NA,NA
ENSMUSG00000072825,Cep170b,centrosomal protein 170B
ENSMUSG00000052160,Pld4,"phospholipase D family, member 4"
ENSMUSG00000072812,NA,NA
ENSMUSG00000037594,Clba1,clathrin binding box of aftiphilin containing 1
ENSMUSG00000047832,Cdca4,cell division cycle associated 4
ENSMUSG00000021298,Gpr132,G protein-coupled receptor 132
ENSMUSG00000002799,Jag2,jagged 2
ENSMUSG00000002804,Nudt14,nudix hydrolase 14
ENSMUSG00000011158,Brf1,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit"
ENSMUSG00000002803,Btbd6,BTB (POZ) domain containing 6
ENSMUSG00000021143,Pacs2,phosphofurin acidic cluster sorting protein 2
ENSMUSG00000021144,Mta1,metastasis associated 1
ENSMUSG00000006356,Crip2,cysteine rich protein 2
ENSMUSG00000006360,Crip1,cysteine-rich protein 1 (intestinal)
ENSMUSG00000037466,Tedc1,tubulin epsilon and delta complex 1
ENSMUSG00000049036,Tmem121,transmembrane protein 121
ENSMUSG00000095079,Igha,immunoglobulin heavy constant alpha
ENSMUSG00000087642,Ighe,Immunoglobulin heavy constant epsilon
ENSMUSG00000076612,Ighg2c,immunoglobulin heavy constant gamma 2C
ENSMUSG00000076613,Ighg2b,immunoglobulin heavy constant gamma 2B
ENSMUSG00000076614,NA,NA
ENSMUSG00000076615,Ighg3,Immunoglobulin heavy constant gamma 3
ENSMUSG00000076617,Ighm,immunoglobulin heavy constant mu
ENSMUSG00000076618,Ighj4,immunoglobulin heavy joining 4
ENSMUSG00000076619,Ighj3,immunoglobulin heavy joining 3
ENSMUSG00000076620,Ighj2,immunoglobulin heavy joining 2
ENSMUSG00000076633,Ighv5-2,immunoglobulin heavy variable 5-2
ENSMUSG00000096464,Ighv2-2,immunoglobulin heavy variable 2-2
ENSMUSG00000095612,NA,NA
